-8.249131593150899056e-01,1.266820239953583282e+00,-1.243764163992635341e+00
-8.078930771119968712e-01,1.201019695207275584e+00,-1.218542867632501192e+00
-8.078930771119968712e-01,1.201019695207275584e+00,-1.218542867632501192e+00
-7.948545302286136316e-01,1.243103312279344452e+00,-1.173269417851153795e+00
-7.661438101297408654e-01,1.179165359746686237e+00,-1.100388685174323644e+00
-7.661438101297408654e-01,1.179165359746686237e+00,-1.100388685174323644e+00
-8.192636476029786508e-01,1.176853532546564107e+00,-1.150135880602965566e+00
-8.944489891284534977e-01,1.266624283683942753e+00,-1.115121935120424457e+00
-9.058208266657593599e-01,1.337421992063792198e+00,-1.109967283401848359e+00
-9.058208266657593599e-01,1.337421992063792198e+00,-1.109967283401848359e+00
-8.327902276270933157e-01,1.262068052856518019e+00,-1.144721471241014754e+00
-9.136145712927421503e-01,1.197033977749074829e+00,-1.231787538067345311e+00
-9.632511396130932768e-01,1.123761591594384601e+00,-1.260164928947409058e+00
-8.863069816258031253e-01,1.094704316123942700e+00,-1.207886139921490409e+00
-8.337206554130704994e-01,1.172364025854907954e+00,-1.152798634620242790e+00
-8.447832163156884233e-01,1.166818089368841571e+00,-1.209356826146987363e+00
-7.617673673511842214e-01,1.258340328986630841e+00,-1.151318473568753831e+00
-8.319489279874409116e-01,1.343060369265921317e+00,-1.201364542147004055e+00
-8.358227853928774653e-01,1.248672638509006561e+00,-1.107630241381726277e+00
-7.980517244397355991e-01,1.320467956382527674e+00,-1.088615195266798397e+00
-8.735318546851460475e-01,1.394731897954575972e+00,-1.044868693252010372e+00
-9.206040327326464601e-01,1.470360995517249414e+00,-1.020904813884505602e+00
-9.518562999493365151e-01,1.369316419926584150e+00,-1.011430556910023260e+00
-8.705336920398085709e-01,1.435482365839446883e+00,-1.082476076794447462e+00
-8.775435389001535746e-01,1.536078370821153616e+00,-9.793032458847656940e-01
-7.918459446969556836e-01,1.434387938739591473e+00,-9.656389157040955462e-01
-8.829712622896457308e-01,1.414586736077120932e+00,-1.011137904832001499e+00
-8.345766032091963549e-01,1.485621130628765441e+00,-9.464253352923354123e-01
-7.360661327896570461e-01,1.464424829585225352e+00,-1.046025656162067774e+00
-8.178153129872162141e-01,1.542040171162060602e+00,-1.011589824453760000e+00
-7.220464670666957296e-01,1.458619289527066654e+00,-1.017198510754399710e+00
-7.795149284189610839e-01,1.395302965107254822e+00,-1.052304462707446264e+00
-7.654486669410666133e-01,1.420370724613382096e+00,-9.554221084245371198e-01
-7.654486669410666133e-01,1.420370724613382096e+00,-9.554221084245371198e-01
-7.654486669410666133e-01,1.420370724613382096e+00,-9.554221084245371198e-01
-7.654486669410666133e-01,1.420370724613382096e+00,-9.554221084245371198e-01
-7.654486669410666133e-01,1.420370724613382096e+00,-9.554221084245371198e-01
-7.704062743613517839e-01,1.397835318304271102e+00,-1.040120493892304543e+00
-6.826546440181086028e-01,1.358843072298140386e+00,-1.012678109067619348e+00
-6.826546440181086028e-01,1.358843072298140386e+00,-1.012678109067619348e+00
-6.826546440181086028e-01,1.358843072298140386e+00,-1.012678109067619348e+00
-7.177887147661721201e-01,1.301404683756244962e+00,-9.026986249457450429e-01
-7.977611508126968287e-01,1.257771870979497830e+00,-8.936463887259200600e-01
-8.990420179251338295e-01,1.143824525365958245e+00,-8.564435174659722483e-01
-8.625154677901831768e-01,1.071220333457373775e+00,-8.221405091564361056e-01
-9.483823700651498045e-01,1.153306130365407078e+00,-8.959060204767087532e-01
-1.024575963813297630e+00,1.042672870909312266e+00,-1.010017059321390631e+00
-1.042599196557294272e+00,1.066096898081644317e+00,-9.200664888315440715e-01
-9.821303101532328217e-01,1.028514353150201899e+00,-8.129377888137874208e-01
-9.982647130114430389e-01,1.023355647305457916e+00,-9.277043477691658824e-01
-9.816772486180883606e-01,9.237691258947701156e-01,-9.457218149175221633e-01
-9.575491581444148803e-01,9.111437133900179841e-01,-8.881552931211085244e-01
-1.049626655983253221e+00,9.842475864942025199e-01,-8.187195379854301791e-01
-1.093180379875863029e+00,1.035927422725551716e+00,-9.129005012307918054e-01
-1.154439123308416804e+00,1.120468232352306304e+00,-8.434555151347292723e-01
-1.104507433030589292e+00,1.038096246139345480e+00,-8.453149141667636313e-01
-1.101623345471291371e+00,9.965738816121885169e-01,-8.174930999406470056e-01
-1.134787945439568402e+00,1.110562338948780425e+00,-7.694922845826741575e-01
-1.099471742188663281e+00,1.063884131335744332e+00,-6.909934496468149723e-01
-1.120359892296839188e+00,9.476320352329611341e-01,-6.137032551361624177e-01
-1.071897002273531463e+00,9.631631878751636400e-01,-5.042700869448425438e-01
-1.071897002273531463e+00,9.631631878751636400e-01,-5.042700869448425438e-01
-1.114379037262547723e+00,1.078308575065461739e+00,-6.067908109558356466e-01
-1.114379037262547723e+00,1.078308575065461739e+00,-6.067908109558356466e-01
-1.114379037262547723e+00,1.078308575065461739e+00,-6.067908109558356466e-01
-1.070219963451870315e+00,1.096209045494494383e+00,-4.900403734238744091e-01
-1.144536373394257955e+00,1.095083361834803481e+00,-5.372729472295911801e-01
-1.144536373394257955e+00,1.095083361834803481e+00,-5.372729472295911801e-01
-1.150753131619924874e+00,1.090851309802342906e+00,-4.217415082708104723e-01
-1.150753131619924874e+00,1.090851309802342906e+00,-4.217415082708104723e-01
-1.169426366648046001e+00,9.755236614345776935e-01,-5.339181649099822291e-01
-1.169426366648046001e+00,9.755236614345776935e-01,-5.339181649099822291e-01
-1.169426366648046001e+00,9.755236614345776935e-01,-5.339181649099822291e-01
-1.169426366648046001e+00,9.755236614345776935e-01,-5.339181649099822291e-01
-1.187198928210605464e+00,9.837981035907148453e-01,-4.328339829263319061e-01
-1.187198928210605464e+00,9.837981035907148453e-01,-4.328339829263319061e-01
-1.232724472238579505e+00,9.551935036649805699e-01,-5.164952614492186456e-01
-1.235404260692934297e+00,9.463611000656617644e-01,-5.193106026874256820e-01
-1.203690587999890926e+00,9.725362549450088379e-01,-4.599723482940712982e-01
-1.243694645921255004e+00,1.062387209973760571e+00,-3.991039329373168854e-01
-1.243694645921255004e+00,1.062387209973760571e+00,-3.991039329373168854e-01
-1.243694645921255004e+00,1.062387209973760571e+00,-3.991039329373168854e-01
-1.160453144843672124e+00,9.884026737679552088e-01,-4.730968908050061650e-01
-1.192697478846543868e+00,1.041903830667984865e+00,-5.628029093710441577e-01
-1.138399450537827651e+00,1.110868146423269476e+00,-6.732420722505991773e-01
-1.051486597299853942e+00,9.967633444882592064e-01,-6.026211108558832130e-01
-1.092290151888415606e+00,1.026536627345735919e+00,-6.200389037618406762e-01
-1.078938582683010017e+00,1.069388458483181426e+00,-4.976076362205306136e-01
-1.158814014947595394e+00,1.182414952504551531e+00,-4.356285109603009187e-01
-1.130564093824459881e+00,1.316176271274900111e+00,-3.701483587699750943e-01
-1.113029320255848997e+00,1.181450523848520007e+00,-5.065269830241417859e-01
-1.074411567528989586e+00,1.294400249806153758e+00,-5.146505611911751377e-01
-9.370348358451888737e-01,1.165514563287065375e+00,-6.179494969350856071e-01
-9.370348358451888737e-01,1.165514563287065375e+00,-6.179494969350856071e-01
-1.002156150353830100e+00,1.260764031802607432e+00,-5.538386519420660514e-01
-1.144262875823112591e+00,1.382140464140226399e+00,-4.528598123770263273e-01
-1.240911473748457894e+00,1.351767999394454245e+00,-4.612413877449810240e-01
-1.369413892338747551e+00,1.260179526840957909e+00,-5.549559791398692710e-01
-1.369413892338747551e+00,1.260179526840957909e+00,-5.549559791398692710e-01
-1.369413892338747551e+00,1.260179526840957909e+00,-5.549559791398692710e-01
-1.355364622988078027e+00,1.364231344460311801e+00,-6.174092900364194225e-01
-1.355364622988078027e+00,1.364231344460311801e+00,-6.174092900364194225e-01
-1.269507897748716196e+00,1.422269863679505697e+00,-5.542524452211764485e-01
-1.190937681571039075e+00,1.540330568091201613e+00,-4.470193435957748873e-01
-1.190937681571039075e+00,1.540330568091201613e+00,-4.470193435957748873e-01
-1.190937681571039075e+00,1.540330568091201613e+00,-4.470193435957748873e-01
-1.219064637250482752e+00,1.452788261145478099e+00,-4.374249902827809233e-01
-1.249073957843126026e+00,1.366481322795544129e+00,-4.155716065816513205e-01
-1.171054227064353359e+00,1.300391318343191882e+00,-4.553074780269245614e-01
-1.133096374086353775e+00,1.298140661921954431e+00,-4.585471234736510637e-01
-9.798472936072801787e-01,1.190149683764835098e+00,-3.311986974972972453e-01
-9.492005341484330838e-01,1.182512466096203863e+00,-3.368968497213898350e-01
-9.148911369282202166e-01,1.037880364779764530e+00,-4.988160063789290333e-01
-9.201063913585298959e-01,9.790404942941747235e-01,-5.027671079996658410e-01
-1.063855035467921484e+00,9.298097387163944960e-01,-3.933896352678918906e-01
-1.142842775666478072e+00,7.717949356515643178e-01,-3.783722636095931957e-01
-1.093280949895012233e+00,9.240858535630460668e-01,-4.900774899809836049e-01
-1.093280949895012233e+00,9.240858535630460668e-01,-4.900774899809836049e-01
-9.949929194049825787e-01,8.165674761601043885e-01,-5.132421003716174379e-01
-9.595331981046849590e-01,9.019795007314910240e-01,-5.648533950753218402e-01
-9.595331981046849590e-01,9.019795007314910240e-01,-5.648533950753218402e-01
-9.595331981046849590e-01,9.019795007314910240e-01,-5.648533950753218402e-01
-9.595331981046849590e-01,9.019795007314910240e-01,-5.648533950753218402e-01
-1.018291762686934998e+00,7.479439298606654907e-01,-4.637914783681580388e-01
-1.153166924161585616e+00,8.210731152282972900e-01,-3.663533937992334288e-01
-1.153166924161585616e+00,8.210731152282972900e-01,-3.663533937992334288e-01
-1.205656198029950055e+00,9.502911346138067650e-01,-3.126094662141743474e-01
-1.147698663395175345e+00,1.114162497811470809e+00,-4.204791965584752100e-01
-1.061459392090957410e+00,1.052892720649338143e+00,-3.094582488693352063e-01
-9.077668212248306556e-01,1.045731595586632867e+00,-4.602991328156258444e-01
-9.391106256871633029e-01,1.080720740208731767e+00,-3.293404634561798439e-01
-9.984478316682323662e-01,1.075806042278077745e+00,-4.604001506353768147e-01
-9.984478316682323662e-01,1.075806042278077745e+00,-4.604001506353768147e-01
-9.349027325891297036e-01,9.960586076881756679e-01,-4.535430800013541819e-01
-8.962473711426353074e-01,9.782717901983324360e-01,-4.954118220782987581e-01
-8.962473711426353074e-01,9.782717901983324360e-01,-4.954118220782987581e-01
-9.158952052129795129e-01,1.031162356723177798e+00,-4.604931120192408689e-01
-9.158952052129795129e-01,1.031162356723177798e+00,-4.604931120192408689e-01
-8.634937636176656106e-01,9.674084148464688893e-01,-3.825626055806346515e-01
-8.634937636176656106e-01,9.674084148464688893e-01,-3.825626055806346515e-01
-7.067322057627889453e-01,9.787505627725442414e-01,-4.158411623649663214e-01
-7.838342685383522523e-01,1.070855203001486844e+00,-5.362301369093254166e-01
-8.471835409900266844e-01,1.099408261851939628e+00,-4.581395681614698900e-01
-7.600335107667839374e-01,9.888422753021532952e-01,-4.751607830926019571e-01
-7.928197895402593343e-01,8.539558254784009872e-01,-6.236435395215025324e-01
-7.117705230750432932e-01,7.775509985719935013e-01,-5.722066454305768657e-01
-7.774387385518173321e-01,7.875680470005659295e-01,-5.164399291774008915e-01
