1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00
3.000000000000000000e+00,-5.000000000000000000e+00
4.000000000000000000e+00,4.799999999999999822e+00
5.000000000000000000e+00,-4.799999999999999822e+00
6.000000000000000000e+00,4.599999999999999645e+00
7.000000000000000000e+00,-4.599999999999999645e+00
8.000000000000000000e+00,4.399999999999999467e+00
9.000000000000000000e+00,-4.399999999999999467e+00
1.000000000000000000e+01,4.199999999999999289e+00
1.100000000000000000e+01,-4.199999999999999289e+00
1.200000000000000000e+01,3.999999999999999112e+00
1.300000000000000000e+01,-3.999999999999999112e+00
1.400000000000000000e+01,3.799999999999998934e+00
1.500000000000000000e+01,-3.799999999999998934e+00
1.600000000000000000e+01,3.599999999999998757e+00
1.700000000000000000e+01,-3.599999999999998757e+00
1.800000000000000000e+01,3.399999999999998579e+00
1.900000000000000000e+01,-3.399999999999998579e+00
2.000000000000000000e+01,3.199999999999998401e+00
2.100000000000000000e+01,-3.199999999999998401e+00
2.200000000000000000e+01,2.999999999999998224e+00
2.300000000000000000e+01,-2.999999999999998224e+00
2.400000000000000000e+01,2.799999999999998046e+00
2.500000000000000000e+01,-2.799999999999998046e+00
2.600000000000000000e+01,2.599999999999997868e+00
2.700000000000000000e+01,-2.599999999999997868e+00
2.800000000000000000e+01,2.399999999999997691e+00
2.900000000000000000e+01,-2.399999999999997691e+00
3.000000000000000000e+01,2.199999999999997513e+00
3.100000000000000000e+01,-2.199999999999997513e+00
3.200000000000000000e+01,1.999999999999997558e+00
3.300000000000000000e+01,-1.999999999999997558e+00
3.400000000000000000e+01,1.799999999999997602e+00
3.500000000000000000e+01,-1.799999999999997602e+00
3.600000000000000000e+01,1.599999999999997646e+00
3.700000000000000000e+01,-1.599999999999997646e+00
3.800000000000000000e+01,1.399999999999997691e+00
3.900000000000000000e+01,-1.399999999999997691e+00
4.000000000000000000e+01,1.199999999999997735e+00
4.100000000000000000e+01,-1.199999999999997735e+00
4.200000000000000000e+01,9.999999999999977796e-01
4.300000000000000000e+01,-9.999999999999977796e-01
4.400000000000000000e+01,7.999999999999978240e-01
4.500000000000000000e+01,-7.999999999999978240e-01
4.600000000000000000e+01,5.999999999999978684e-01
4.700000000000000000e+01,-5.999999999999978684e-01
4.800000000000000000e+01,3.999999999999978573e-01
4.900000000000000000e+01,-3.999999999999978573e-01
5.000000000000000000e+01,1.999999999999978462e-01
5.100000000000000000e+01,-1.999999999999978462e-01
